,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
27358,33.0,entrepreneur,married,tertiary,no,87.0,yes,yes,cellular,21.0,nov,141.0,4.0,-1.0,0.0,unknown,1
40,44.0,services,divorced,secondary,no,2586.0,yes,no,unknown,5.0,may,160.0,1.0,-1.0,0.0,unknown,1
25970,31.0,management,married,tertiary,no,5238.0,yes,yes,cellular,19.0,nov,156.0,2.0,-1.0,0.0,unknown,1
30644,37.0,technician,single,tertiary,no,6101.0,no,no,cellular,6.0,feb,141.0,1.0,-1.0,0.0,unknown,2
2854,31.0,management,married,tertiary,no,0.0,no,no,unknown,14.0,may,298.0,1.0,-1.0,0.0,unknown,1
17716,48.0,services,married,secondary,no,3726.0,yes,no,cellular,29.0,jul,369.0,2.0,-1.0,0.0,unknown,1
4421,30.0,management,single,tertiary,no,162.0,yes,no,unknown,20.0,may,186.0,4.0,-1.0,0.0,unknown,1
42312,37.0,technician,single,tertiary,no,197.0,no,no,cellular,16.0,nov,175.0,1.0,200.0,1.0,success,2
21639,58.0,management,married,tertiary,no,3228.0,no,no,cellular,19.0,aug,58.0,2.0,-1.0,0.0,unknown,1
17866,51.0,retired,married,secondary,no,1017.0,no,no,cellular,30.0,jul,353.0,6.0,-1.0,0.0,unknown,1
9282,38.0,student,single,tertiary,no,1523.0,yes,no,unknown,5.0,jun,17.0,16.0,-1.0,0.0,unknown,1
36350,42.0,blue-collar,married,secondary,no,3068.0,yes,yes,cellular,11.0,may,429.0,2.0,-1.0,0.0,unknown,1
1715,41.0,blue-collar,married,primary,no,-45.0,yes,yes,unknown,9.0,may,121.0,4.0,-1.0,0.0,unknown,1
16989,27.0,services,single,secondary,no,139.0,no,no,cellular,25.0,jul,165.0,3.0,-1.0,0.0,unknown,1
19618,49.0,blue-collar,married,primary,no,0.0,yes,no,cellular,7.0,aug,76.0,3.0,-1.0,0.0,unknown,1
817,31.0,management,divorced,tertiary,no,0.0,yes,no,unknown,7.0,may,953.0,3.0,-1.0,0.0,unknown,1
11897,54.0,housemaid,divorced,tertiary,no,1241.0,no,no,unknown,20.0,jun,17.0,5.0,-1.0,0.0,unknown,1
26376,51.0,blue-collar,married,secondary,no,8180.0,yes,no,cellular,20.0,nov,86.0,1.0,-1.0,0.0,unknown,1
19313,48.0,services,married,secondary,no,35.0,no,no,cellular,6.0,aug,232.0,4.0,-1.0,0.0,unknown,1
8951,29.0,blue-collar,single,secondary,no,-167.0,yes,no,unknown,4.0,jun,361.0,1.0,-1.0,0.0,unknown,1
19454,34.0,management,divorced,secondary,no,291.0,no,no,cellular,7.0,aug,91.0,2.0,-1.0,0.0,unknown,1
8016,34.0,admin.,married,primary,no,239.0,yes,no,unknown,2.0,jun,107.0,2.0,-1.0,0.0,unknown,1
43551,35.0,technician,married,tertiary,no,0.0,yes,yes,cellular,26.0,apr,135.0,3.0,363.0,2.0,failure,1
2355,24.0,admin.,single,secondary,no,845.0,yes,no,unknown,13.0,may,105.0,1.0,-1.0,0.0,unknown,1
1542,50.0,blue-collar,married,primary,no,749.0,no,no,unknown,8.0,may,297.0,2.0,-1.0,0.0,unknown,1
43289,27.0,student,single,secondary,no,3754.0,no,no,cellular,15.0,mar,106.0,3.0,98.0,1.0,other,1
17877,42.0,management,married,secondary,no,0.0,no,no,cellular,30.0,jul,458.0,3.0,-1.0,0.0,unknown,1
37741,60.0,blue-collar,married,secondary,no,1407.0,yes,no,cellular,14.0,may,112.0,1.0,370.0,1.0,failure,1
27008,45.0,admin.,divorced,secondary,no,2519.0,no,no,cellular,21.0,nov,470.0,1.0,-1.0,0.0,unknown,1
25760,35.0,management,single,tertiary,no,304.0,yes,no,cellular,19.0,nov,274.0,2.0,-1.0,0.0,unknown,1
30167,43.0,retired,single,secondary,no,53.0,no,no,telephone,5.0,feb,305.0,4.0,-1.0,0.0,unknown,1
27262,36.0,admin.,single,secondary,no,0.0,yes,yes,cellular,21.0,nov,109.0,1.0,189.0,1.0,failure,1
42404,61.0,housemaid,married,primary,no,175.0,no,no,telephone,3.0,dec,237.0,1.0,-1.0,0.0,unknown,1
1979,50.0,management,married,tertiary,no,3284.0,yes,no,unknown,9.0,may,51.0,3.0,-1.0,0.0,unknown,1
27227,58.0,technician,married,tertiary,no,289.0,no,no,telephone,21.0,nov,182.0,2.0,-1.0,0.0,unknown,1
2005,37.0,entrepreneur,divorced,secondary,no,1190.0,yes,no,unknown,9.0,may,268.0,3.0,-1.0,0.0,unknown,1
45196,25.0,student,single,secondary,no,358.0,no,no,cellular,16.0,nov,330.0,1.0,-1.0,0.0,unknown,2
33109,34.0,blue-collar,married,secondary,no,2076.0,yes,no,cellular,20.0,apr,257.0,1.0,-1.0,0.0,unknown,1
35656,37.0,technician,married,secondary,no,1613.0,yes,no,cellular,8.0,may,266.0,1.0,281.0,11.0,other,1
22680,55.0,blue-collar,married,secondary,no,467.0,no,no,cellular,25.0,aug,129.0,5.0,-1.0,0.0,unknown,1
27377,33.0,entrepreneur,single,tertiary,no,3017.0,no,no,cellular,21.0,nov,240.0,3.0,-1.0,0.0,unknown,1
41705,70.0,retired,married,primary,no,8897.0,no,no,cellular,6.0,oct,692.0,2.0,-1.0,0.0,unknown,1
41732,53.0,housemaid,married,primary,no,0.0,no,no,cellular,8.0,oct,148.0,1.0,-1.0,0.0,unknown,1
26921,50.0,management,divorced,tertiary,no,2564.0,yes,no,cellular,21.0,nov,124.0,4.0,113.0,8.0,failure,1
25717,45.0,management,single,secondary,no,142.0,no,yes,cellular,19.0,nov,258.0,1.0,105.0,4.0,failure,1
15695,36.0,technician,single,secondary,no,279.0,yes,no,cellular,21.0,jul,171.0,1.0,-1.0,0.0,unknown,1
15670,37.0,admin.,married,tertiary,no,0.0,yes,no,cellular,21.0,jul,115.0,1.0,-1.0,0.0,unknown,1
21226,55.0,blue-collar,married,primary,no,3485.0,no,no,cellular,18.0,aug,625.0,4.0,-1.0,0.0,unknown,2
18177,36.0,admin.,married,secondary,no,251.0,no,no,cellular,30.0,jul,180.0,7.0,-1.0,0.0,unknown,1
22835,33.0,technician,single,secondary,no,31.0,no,yes,cellular,25.0,aug,131.0,3.0,-1.0,0.0,unknown,1
27238,43.0,blue-collar,married,primary,no,437.0,yes,no,cellular,21.0,nov,142.0,1.0,-1.0,0.0,unknown,1
21744,33.0,technician,married,secondary,no,0.0,no,no,cellular,19.0,aug,78.0,3.0,-1.0,0.0,unknown,1
6584,40.0,management,single,tertiary,no,326.0,yes,no,unknown,28.0,may,64.0,1.0,-1.0,0.0,unknown,1
34972,34.0,services,divorced,secondary,no,991.0,yes,no,cellular,6.0,may,89.0,1.0,344.0,1.0,failure,1
28702,27.0,management,single,tertiary,no,625.0,no,no,cellular,30.0,jan,554.0,2.0,-1.0,0.0,unknown,1
41200,33.0,admin.,single,secondary,no,0.0,no,no,cellular,20.0,aug,201.0,2.0,204.0,2.0,other,1
28460,28.0,admin.,single,secondary,no,1823.0,no,no,cellular,29.0,jan,237.0,1.0,-1.0,0.0,unknown,1
23586,44.0,management,married,tertiary,no,217.0,yes,no,cellular,28.0,aug,203.0,4.0,-1.0,0.0,unknown,1
32893,29.0,services,single,secondary,no,441.0,yes,no,cellular,17.0,apr,69.0,1.0,-1.0,0.0,unknown,1
16086,27.0,technician,single,secondary,no,285.0,no,no,cellular,22.0,jul,139.0,1.0,-1.0,0.0,unknown,1
32752,36.0,blue-collar,married,primary,no,1010.0,yes,no,cellular,17.0,apr,372.0,1.0,-1.0,0.0,unknown,1
30040,53.0,management,married,primary,no,995.0,no,no,cellular,4.0,feb,200.0,3.0,-1.0,0.0,unknown,1
17729,47.0,unemployed,married,secondary,no,312.0,no,no,cellular,29.0,jul,884.0,1.0,-1.0,0.0,unknown,2
38461,50.0,admin.,single,primary,no,181.0,yes,no,cellular,15.0,may,119.0,4.0,372.0,3.0,failure,1
15146,32.0,management,divorced,tertiary,no,12.0,no,no,cellular,17.0,jul,321.0,1.0,-1.0,0.0,unknown,1
33981,28.0,unemployed,single,secondary,no,434.0,yes,no,cellular,30.0,apr,257.0,1.0,-1.0,0.0,unknown,1
28517,29.0,technician,single,tertiary,no,370.0,yes,no,cellular,29.0,jan,119.0,2.0,251.0,5.0,failure,1
43457,80.0,housemaid,married,secondary,no,499.0,no,no,telephone,13.0,apr,224.0,2.0,393.0,4.0,failure,1
34843,39.0,blue-collar,married,secondary,no,854.0,yes,yes,cellular,6.0,may,181.0,1.0,-1.0,0.0,unknown,1
3579,45.0,blue-collar,divorced,primary,no,749.0,yes,no,unknown,15.0,may,242.0,6.0,-1.0,0.0,unknown,1
244,49.0,management,married,tertiary,no,3237.0,yes,no,unknown,5.0,may,232.0,3.0,-1.0,0.0,unknown,1
31361,29.0,admin.,single,tertiary,no,261.0,no,no,cellular,17.0,mar,136.0,19.0,-1.0,0.0,unknown,1
42042,26.0,admin.,single,secondary,no,338.0,no,no,cellular,29.0,oct,209.0,1.0,188.0,2.0,unknown,2
42016,63.0,retired,married,tertiary,no,937.0,no,no,cellular,28.0,oct,219.0,2.0,-1.0,0.0,unknown,1
19120,47.0,housemaid,married,primary,no,32.0,no,no,cellular,5.0,aug,231.0,2.0,-1.0,0.0,unknown,1
44495,44.0,entrepreneur,married,tertiary,no,121.0,no,no,cellular,10.0,aug,412.0,1.0,-1.0,0.0,unknown,2
21703,46.0,technician,single,secondary,no,0.0,no,no,cellular,19.0,aug,42.0,1.0,-1.0,0.0,unknown,1
6470,36.0,blue-collar,married,secondary,no,-190.0,yes,no,unknown,27.0,may,348.0,2.0,-1.0,0.0,unknown,1
4533,34.0,blue-collar,married,primary,no,161.0,yes,yes,unknown,20.0,may,177.0,1.0,-1.0,0.0,unknown,1
9303,46.0,blue-collar,married,primary,no,2093.0,no,no,unknown,5.0,jun,128.0,2.0,-1.0,0.0,unknown,1
31539,40.0,services,married,secondary,no,879.0,yes,yes,cellular,2.0,apr,349.0,3.0,-1.0,0.0,unknown,1
36368,33.0,management,single,tertiary,no,48.0,yes,no,cellular,11.0,may,400.0,1.0,173.0,5.0,failure,1
21384,40.0,management,married,tertiary,no,42.0,no,yes,cellular,18.0,aug,215.0,6.0,-1.0,0.0,unknown,1
3106,41.0,blue-collar,married,secondary,no,2157.0,yes,no,unknown,14.0,may,154.0,2.0,-1.0,0.0,unknown,1
24811,41.0,technician,married,secondary,no,476.0,yes,yes,cellular,18.0,nov,132.0,1.0,-1.0,0.0,unknown,1
36312,42.0,admin.,single,secondary,no,1453.0,yes,no,cellular,11.0,may,264.0,1.0,-1.0,0.0,unknown,1
35084,36.0,blue-collar,married,secondary,no,4.0,yes,no,cellular,6.0,may,544.0,4.0,-1.0,0.0,unknown,1
19048,43.0,management,divorced,tertiary,no,187.0,no,no,cellular,5.0,aug,175.0,1.0,-1.0,0.0,unknown,1
26648,48.0,management,married,unknown,no,7861.0,no,no,cellular,20.0,nov,380.0,1.0,-1.0,0.0,unknown,1
36143,57.0,blue-collar,divorced,secondary,no,311.0,yes,no,cellular,11.0,may,200.0,2.0,-1.0,0.0,unknown,1
32121,39.0,admin.,single,secondary,no,238.0,yes,no,cellular,15.0,apr,417.0,1.0,-1.0,0.0,unknown,1
3078,44.0,admin.,married,primary,no,248.0,yes,no,unknown,14.0,may,234.0,1.0,-1.0,0.0,unknown,1
20275,58.0,management,married,tertiary,no,889.0,no,no,cellular,11.0,aug,121.0,2.0,-1.0,0.0,unknown,1
7166,54.0,technician,married,secondary,no,-939.0,yes,no,unknown,29.0,may,202.0,1.0,-1.0,0.0,unknown,1
30781,30.0,management,single,tertiary,no,0.0,no,no,cellular,6.0,feb,108.0,4.0,-1.0,0.0,unknown,1
32583,24.0,blue-collar,single,secondary,no,578.0,yes,no,cellular,17.0,apr,385.0,5.0,-1.0,0.0,unknown,1
25999,49.0,unemployed,married,primary,no,126.0,yes,no,cellular,19.0,nov,184.0,2.0,-1.0,0.0,unknown,1
27571,38.0,technician,married,secondary,no,2767.0,yes,no,cellular,21.0,nov,711.0,2.0,-1.0,0.0,unknown,1
9598,36.0,self-employed,married,tertiary,no,16430.0,yes,no,unknown,6.0,jun,197.0,3.0,-1.0,0.0,unknown,1
21674,45.0,management,single,secondary,no,451.0,yes,no,cellular,19.0,aug,142.0,2.0,-1.0,0.0,unknown,1
22612,38.0,management,married,tertiary,no,441.0,yes,yes,cellular,22.0,aug,82.0,7.0,-1.0,0.0,unknown,1
29428,25.0,management,single,tertiary,no,2305.0,no,no,cellular,3.0,feb,207.0,1.0,-1.0,0.0,unknown,1
39077,27.0,services,single,secondary,no,261.0,yes,yes,cellular,18.0,may,113.0,1.0,-1.0,0.0,unknown,1
33139,32.0,admin.,single,secondary,no,-45.0,yes,no,cellular,20.0,apr,68.0,1.0,325.0,2.0,other,1
10091,38.0,blue-collar,married,primary,no,3057.0,yes,no,unknown,11.0,jun,133.0,1.0,-1.0,0.0,unknown,1
19362,46.0,management,married,tertiary,no,51.0,no,no,cellular,6.0,aug,39.0,9.0,-1.0,0.0,unknown,1
9526,40.0,management,married,primary,no,733.0,yes,no,unknown,6.0,jun,94.0,7.0,-1.0,0.0,unknown,1
25491,33.0,management,single,tertiary,no,541.0,yes,yes,cellular,19.0,nov,140.0,1.0,182.0,1.0,failure,1
13271,52.0,admin.,married,secondary,no,350.0,no,yes,cellular,8.0,jul,460.0,2.0,-1.0,0.0,unknown,1
15605,29.0,services,single,secondary,no,27.0,yes,no,cellular,21.0,jul,554.0,2.0,-1.0,0.0,unknown,1
29629,32.0,technician,single,secondary,no,13565.0,no,no,cellular,3.0,feb,613.0,2.0,-1.0,0.0,unknown,1
22571,30.0,technician,single,secondary,no,0.0,no,no,cellular,22.0,aug,79.0,5.0,-1.0,0.0,unknown,1
39906,30.0,student,single,tertiary,no,3094.0,no,no,cellular,2.0,jun,116.0,2.0,-1.0,0.0,unknown,1
15495,32.0,management,married,secondary,no,2858.0,yes,yes,cellular,18.0,jul,247.0,5.0,-1.0,0.0,unknown,1
6283,34.0,blue-collar,married,secondary,no,-76.0,yes,no,unknown,27.0,may,170.0,1.0,-1.0,0.0,unknown,1
27391,32.0,self-employed,single,tertiary,no,-98.0,no,yes,cellular,21.0,nov,157.0,2.0,-1.0,0.0,unknown,1
23979,60.0,admin.,married,secondary,no,221.0,no,no,cellular,29.0,aug,92.0,4.0,-1.0,0.0,unknown,1
9880,44.0,management,married,tertiary,no,349.0,no,no,unknown,9.0,jun,58.0,1.0,-1.0,0.0,unknown,1
6694,27.0,blue-collar,single,secondary,no,2364.0,yes,no,unknown,28.0,may,221.0,1.0,-1.0,0.0,unknown,1
1274,30.0,self-employed,married,secondary,no,131.0,yes,no,unknown,8.0,may,306.0,1.0,-1.0,0.0,unknown,1
44152,24.0,student,single,secondary,no,1123.0,no,no,cellular,13.0,jul,475.0,1.0,412.0,1.0,other,2
32821,38.0,blue-collar,divorced,secondary,no,593.0,yes,no,cellular,17.0,apr,182.0,2.0,-1.0,0.0,unknown,1
35581,25.0,self-employed,single,secondary,no,933.0,yes,no,cellular,7.0,may,463.0,2.0,-1.0,0.0,unknown,1
7879,52.0,blue-collar,married,primary,no,2439.0,yes,no,unknown,30.0,may,212.0,3.0,-1.0,0.0,unknown,1
5620,49.0,self-employed,married,secondary,no,1878.0,yes,yes,unknown,23.0,may,283.0,11.0,-1.0,0.0,unknown,1
13485,43.0,management,divorced,tertiary,no,-410.0,no,yes,cellular,9.0,jul,189.0,1.0,-1.0,0.0,unknown,1
9849,58.0,housemaid,married,primary,no,422.0,no,no,unknown,9.0,jun,183.0,1.0,-1.0,0.0,unknown,1
34205,45.0,blue-collar,married,secondary,no,640.0,yes,no,cellular,4.0,may,447.0,1.0,-1.0,0.0,unknown,2
43501,57.0,management,married,tertiary,no,2845.0,yes,no,telephone,19.0,apr,1143.0,5.0,-1.0,0.0,unknown,2
22587,35.0,management,married,tertiary,no,94.0,no,no,cellular,22.0,aug,239.0,3.0,-1.0,0.0,unknown,1
28537,30.0,management,married,tertiary,no,350.0,no,no,cellular,29.0,jan,328.0,2.0,-1.0,0.0,unknown,1
3316,44.0,blue-collar,single,secondary,no,641.0,no,no,unknown,15.0,may,257.0,1.0,-1.0,0.0,unknown,1
36238,45.0,blue-collar,divorced,primary,no,102.0,yes,no,cellular,11.0,may,282.0,1.0,-1.0,0.0,unknown,1
8043,57.0,retired,married,primary,yes,-1480.0,yes,no,unknown,2.0,jun,319.0,5.0,-1.0,0.0,unknown,1
30732,26.0,services,single,tertiary,no,1140.0,yes,no,cellular,6.0,feb,984.0,2.0,-1.0,0.0,unknown,2
32559,38.0,management,single,tertiary,no,35.0,yes,no,cellular,17.0,apr,156.0,1.0,273.0,3.0,failure,1
22344,33.0,management,married,tertiary,no,1109.0,no,no,cellular,22.0,aug,306.0,2.0,-1.0,0.0,unknown,1
24423,48.0,technician,married,secondary,yes,295.0,no,yes,cellular,17.0,nov,190.0,2.0,-1.0,0.0,unknown,1
7976,42.0,admin.,single,tertiary,no,519.0,yes,no,unknown,2.0,jun,150.0,3.0,-1.0,0.0,unknown,1
16502,41.0,blue-collar,married,primary,no,4.0,no,no,cellular,23.0,jul,74.0,5.0,-1.0,0.0,unknown,1
44098,70.0,retired,married,primary,no,2795.0,no,no,cellular,8.0,jul,480.0,1.0,181.0,2.0,success,2
31941,37.0,management,divorced,tertiary,no,443.0,yes,no,cellular,9.0,apr,240.0,3.0,-1.0,0.0,unknown,1
12847,38.0,technician,married,secondary,no,-228.0,yes,no,cellular,7.0,jul,162.0,4.0,-1.0,0.0,unknown,1
26165,35.0,management,married,primary,no,-326.0,yes,yes,cellular,20.0,nov,518.0,2.0,-1.0,0.0,unknown,1
25244,59.0,management,married,tertiary,no,3969.0,no,no,cellular,18.0,nov,464.0,3.0,-1.0,0.0,unknown,1
24611,51.0,blue-collar,married,secondary,no,1414.0,yes,no,unknown,17.0,nov,422.0,3.0,186.0,2.0,failure,1
15806,44.0,housemaid,married,primary,no,1037.0,yes,no,cellular,21.0,jul,319.0,1.0,-1.0,0.0,unknown,1
29691,27.0,admin.,married,secondary,no,16.0,yes,no,cellular,3.0,feb,54.0,3.0,-1.0,0.0,unknown,1
22032,33.0,management,single,tertiary,no,12.0,no,no,cellular,20.0,aug,471.0,5.0,-1.0,0.0,unknown,1
21874,38.0,management,married,secondary,no,124.0,no,no,cellular,20.0,aug,202.0,2.0,-1.0,0.0,unknown,1
28761,45.0,management,married,tertiary,no,2363.0,no,no,cellular,30.0,jan,125.0,1.0,2.0,1.0,other,1
19616,30.0,technician,single,secondary,yes,1.0,no,no,cellular,7.0,aug,407.0,4.0,-1.0,0.0,unknown,1
28921,57.0,management,married,tertiary,no,8141.0,no,no,cellular,2.0,feb,37.0,1.0,-1.0,0.0,unknown,1
27680,56.0,blue-collar,married,secondary,no,1521.0,yes,yes,cellular,21.0,nov,19.0,2.0,179.0,3.0,other,1
30784,56.0,entrepreneur,married,secondary,no,1272.0,no,no,cellular,6.0,feb,290.0,2.0,-1.0,0.0,unknown,1
31065,33.0,management,single,tertiary,no,3552.0,no,no,cellular,13.0,feb,158.0,2.0,85.0,3.0,failure,2
39759,46.0,admin.,divorced,secondary,no,3280.0,no,no,cellular,1.0,jun,110.0,1.0,-1.0,0.0,unknown,1
34683,61.0,retired,divorced,secondary,no,0.0,no,no,cellular,5.0,may,272.0,3.0,-1.0,0.0,unknown,1
16780,41.0,management,married,secondary,no,3096.0,yes,no,cellular,24.0,jul,273.0,6.0,-1.0,0.0,unknown,1
41501,37.0,blue-collar,married,secondary,no,4321.0,no,no,cellular,8.0,sep,421.0,2.0,95.0,1.0,success,1
38034,36.0,blue-collar,married,primary,no,994.0,yes,no,cellular,14.0,may,154.0,2.0,356.0,8.0,success,1
15462,34.0,entrepreneur,married,primary,no,1188.0,yes,no,cellular,18.0,jul,1503.0,11.0,-1.0,0.0,unknown,1
19033,48.0,blue-collar,married,primary,no,0.0,no,yes,cellular,5.0,aug,67.0,1.0,-1.0,0.0,unknown,1
25848,38.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,19.0,nov,230.0,1.0,-1.0,0.0,unknown,1
37875,25.0,services,single,secondary,no,216.0,yes,no,cellular,14.0,may,175.0,3.0,-1.0,0.0,unknown,1
34002,37.0,unemployed,married,tertiary,no,1851.0,no,no,cellular,30.0,apr,166.0,1.0,-1.0,0.0,unknown,1
5094,32.0,admin.,divorced,secondary,no,335.0,yes,no,unknown,21.0,may,501.0,2.0,-1.0,0.0,unknown,1
27910,50.0,housemaid,single,secondary,no,799.0,no,no,telephone,28.0,jan,63.0,1.0,-1.0,0.0,unknown,1
11311,60.0,retired,married,primary,no,415.0,no,no,unknown,18.0,jun,49.0,2.0,-1.0,0.0,unknown,1
17654,46.0,self-employed,married,tertiary,no,1148.0,no,no,telephone,29.0,jul,104.0,2.0,-1.0,0.0,unknown,1
1324,33.0,services,married,secondary,no,804.0,yes,yes,unknown,8.0,may,266.0,1.0,-1.0,0.0,unknown,1
21067,47.0,blue-collar,married,primary,no,673.0,no,yes,cellular,14.0,aug,106.0,6.0,-1.0,0.0,unknown,1
10531,44.0,self-employed,married,secondary,no,6553.0,no,no,unknown,16.0,jun,195.0,2.0,-1.0,0.0,unknown,1
9652,49.0,admin.,single,secondary,no,4509.0,no,no,unknown,6.0,jun,42.0,2.0,-1.0,0.0,unknown,1
8583,38.0,blue-collar,married,primary,no,0.0,yes,no,unknown,3.0,jun,179.0,2.0,-1.0,0.0,unknown,1
35849,46.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,8.0,may,306.0,1.0,262.0,1.0,other,1
8997,37.0,technician,divorced,secondary,yes,325.0,yes,yes,unknown,5.0,jun,487.0,1.0,-1.0,0.0,unknown,1
39298,28.0,admin.,married,secondary,no,576.0,yes,yes,cellular,18.0,may,20.0,6.0,-1.0,0.0,unknown,1
18290,38.0,admin.,married,tertiary,no,1209.0,no,no,cellular,31.0,jul,98.0,5.0,-1.0,0.0,unknown,1
37228,49.0,entrepreneur,married,primary,no,282.0,yes,yes,cellular,13.0,may,99.0,1.0,-1.0,0.0,unknown,1
15377,36.0,management,married,tertiary,no,635.0,yes,no,cellular,18.0,jul,359.0,1.0,-1.0,0.0,unknown,1
30544,43.0,admin.,single,secondary,no,1022.0,yes,no,cellular,5.0,feb,163.0,3.0,276.0,2.0,failure,1
8809,26.0,admin.,single,secondary,no,581.0,yes,yes,unknown,4.0,jun,444.0,3.0,-1.0,0.0,unknown,1
13895,25.0,unemployed,married,tertiary,no,118.0,no,yes,telephone,10.0,jul,45.0,1.0,-1.0,0.0,unknown,1
751,54.0,blue-collar,married,secondary,no,254.0,yes,no,unknown,6.0,may,66.0,2.0,-1.0,0.0,unknown,1
5481,31.0,services,single,secondary,no,6374.0,yes,no,unknown,23.0,may,922.0,2.0,-1.0,0.0,unknown,1
39969,41.0,blue-collar,married,secondary,no,140.0,yes,no,cellular,3.0,jun,96.0,1.0,125.0,2.0,failure,1
12019,59.0,blue-collar,married,primary,no,2814.0,no,no,unknown,20.0,jun,81.0,3.0,-1.0,0.0,unknown,1
20780,52.0,management,divorced,tertiary,no,95.0,no,no,cellular,13.0,aug,91.0,2.0,-1.0,0.0,unknown,1
21362,50.0,blue-collar,married,primary,no,9202.0,no,no,cellular,18.0,aug,204.0,7.0,-1.0,0.0,unknown,1
23996,32.0,technician,single,secondary,no,224.0,no,no,cellular,29.0,aug,451.0,4.0,-1.0,0.0,unknown,1
7987,49.0,technician,divorced,secondary,yes,-757.0,yes,yes,unknown,2.0,jun,68.0,1.0,-1.0,0.0,unknown,1
16175,25.0,admin.,married,secondary,no,7.0,yes,yes,cellular,22.0,jul,209.0,3.0,-1.0,0.0,unknown,1
2989,40.0,blue-collar,married,primary,no,3658.0,yes,no,unknown,14.0,may,977.0,1.0,-1.0,0.0,unknown,1
44067,43.0,technician,divorced,unknown,no,4389.0,no,no,telephone,2.0,jul,632.0,2.0,85.0,1.0,success,2
10937,33.0,self-employed,divorced,secondary,no,969.0,yes,no,unknown,17.0,jun,166.0,2.0,-1.0,0.0,unknown,1
23341,41.0,technician,married,secondary,no,417.0,no,no,cellular,27.0,aug,77.0,3.0,-1.0,0.0,unknown,1
24317,54.0,blue-collar,married,primary,no,209.0,no,yes,unknown,17.0,nov,206.0,1.0,-1.0,0.0,unknown,1
3334,54.0,services,married,unknown,no,7864.0,yes,no,unknown,15.0,may,145.0,4.0,-1.0,0.0,unknown,1
45134,70.0,retired,married,secondary,no,0.0,no,no,cellular,27.0,oct,258.0,1.0,92.0,5.0,success,2
22355,32.0,technician,married,secondary,no,14.0,no,no,cellular,22.0,aug,313.0,6.0,-1.0,0.0,unknown,1
40652,45.0,management,married,tertiary,no,6945.0,no,no,cellular,5.0,aug,131.0,5.0,356.0,3.0,failure,1
17809,35.0,technician,married,secondary,no,840.0,yes,no,cellular,29.0,jul,281.0,4.0,-1.0,0.0,unknown,1
36971,42.0,blue-collar,married,primary,no,402.0,no,no,cellular,13.0,may,31.0,7.0,330.0,17.0,failure,1
11403,49.0,technician,married,secondary,no,148.0,no,no,unknown,19.0,jun,13.0,1.0,-1.0,0.0,unknown,1
40474,47.0,management,married,tertiary,no,4879.0,no,no,cellular,6.0,jul,96.0,3.0,340.0,3.0,failure,1
13504,53.0,technician,divorced,secondary,no,320.0,no,no,cellular,9.0,jul,175.0,1.0,-1.0,0.0,unknown,1
44056,32.0,management,single,tertiary,no,12569.0,no,no,cellular,1.0,jul,561.0,2.0,295.0,2.0,success,2
15289,46.0,housemaid,divorced,primary,no,2084.0,yes,no,cellular,18.0,jul,1081.0,2.0,-1.0,0.0,unknown,2
26115,46.0,self-employed,divorced,tertiary,no,926.0,yes,no,cellular,19.0,nov,168.0,2.0,153.0,1.0,other,1
6623,28.0,admin.,married,secondary,no,9779.0,yes,yes,unknown,28.0,may,480.0,2.0,-1.0,0.0,unknown,1
16241,40.0,services,divorced,secondary,no,-81.0,no,yes,cellular,23.0,jul,186.0,1.0,-1.0,0.0,unknown,1
36877,45.0,blue-collar,married,secondary,no,3092.0,yes,yes,cellular,12.0,may,180.0,2.0,-1.0,0.0,unknown,1
36431,42.0,unemployed,married,secondary,no,-523.0,yes,no,cellular,11.0,may,327.0,2.0,-1.0,0.0,unknown,1
25638,35.0,technician,married,secondary,no,2189.0,no,no,cellular,19.0,nov,256.0,3.0,-1.0,0.0,unknown,1
32794,32.0,technician,single,secondary,no,801.0,yes,no,cellular,17.0,apr,637.0,1.0,-1.0,0.0,unknown,1
24079,51.0,entrepreneur,married,tertiary,no,5254.0,yes,no,unknown,23.0,oct,134.0,1.0,-1.0,0.0,unknown,2
2200,54.0,entrepreneur,divorced,secondary,no,104.0,yes,no,unknown,12.0,may,391.0,1.0,-1.0,0.0,unknown,1
31660,37.0,admin.,married,secondary,no,1207.0,yes,no,telephone,6.0,apr,1353.0,2.0,138.0,2.0,success,2
42789,34.0,admin.,married,tertiary,no,0.0,no,no,cellular,28.0,jan,155.0,2.0,-1.0,0.0,unknown,2
27726,32.0,blue-collar,single,secondary,no,232.0,no,no,unknown,13.0,dec,232.0,1.0,-1.0,0.0,unknown,1
